neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Manhattan,Lower East Side,Private room,105,2,0,1.3732214298586618,4,56
Brooklyn,Bushwick,Private room,80,7,2,0.04,1,0
Brooklyn,Bedford-Stuyvesant,Private room,40,1,0,1.3732214298586618,1,0
Brooklyn,South Slope,Private room,99,7,10,0.28,4,36
Manhattan,West Village,Entire home/apt,240,1,1,1.0,1,75
Brooklyn,South Slope,Entire home/apt,350,2,0,1.3732214298586618,1,0
Queens,Astoria,Entire home/apt,180,2,0,1.3732214298586618,1,365
Bronx,Mott Haven,Entire home/apt,125,3,142,3.59,1,185
Brooklyn,Clinton Hill,Entire home/apt,250,3,3,0.16,1,0
Queens,Astoria,Entire home/apt,100,2,4,0.09,1,0
Bronx,Edenwald,Private room,65,1,0,1.3732214298586618,1,89
Brooklyn,Bedford-Stuyvesant,Private room,61,1,181,5.47,4,0
Manhattan,Upper East Side,Entire home/apt,200,3,0,1.3732214298586618,9,29
Manhattan,Hell's Kitchen,Entire home/apt,199,3,8,0.74,3,347
Manhattan,SoHo,Entire home/apt,650,5,0,1.3732214298586618,2,83
Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,1,6,1.49,2,68
Manhattan,Kips Bay,Entire home/apt,199,5,38,0.38,1,260
Brooklyn,Bushwick,Private room,42,7,0,1.3732214298586618,1,16
Queens,Rego Park,Entire home/apt,108,210,0,1.3732214298586618,1,270
Manhattan,Lower East Side,Entire home/apt,225,25,22,3.63,3,268
Manhattan,Kips Bay,Entire home/apt,129,2,47,0.55,1,177
Manhattan,Midtown,Private room,450,3,0,1.3732214298586618,1,339
Manhattan,Harlem,Private room,60,3,101,1.44,1,340
Manhattan,Chelsea,Entire home/apt,250,1,1,0.16,1,0
Brooklyn,Williamsburg,Private room,99,1,3,0.33,1,0
Manhattan,Chelsea,Private room,98,1,1,0.02,1,0
Manhattan,West Village,Private room,93,1,0,1.3732214298586618,1,0
Manhattan,West Village,Private room,160,3,1,1.0,1,52
Brooklyn,Navy Yard,Entire home/apt,150,21,0,1.3732214298586618,2,365
Manhattan,West Village,Entire home/apt,250,5,0,1.3732214298586618,1,365
Manhattan,East Village,Entire home/apt,215,2,18,0.7,1,68
Brooklyn,Brooklyn Heights,Private room,75,3,1,0.04,1,0
Manhattan,East Village,Private room,150,1,5,0.13,4,121
Manhattan,Theater District,Entire home/apt,222,29,0,1.3732214298586618,327,221
Brooklyn,Bedford-Stuyvesant,Private room,65,1,0,1.3732214298586618,1,0
Brooklyn,Bedford-Stuyvesant,Private room,30,1,0,1.3732214298586618,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,2000,7,3,0.05,1,0
Manhattan,Upper West Side,Private room,135,7,70,0.93,1,44
Manhattan,Chelsea,Private room,125,2,153,2.17,1,161
Brooklyn,Williamsburg,Entire home/apt,150,30,5,0.2,2,48
Manhattan,East Village,Entire home/apt,290,2,10,4.29,1,254
Manhattan,Lower East Side,Private room,260,2,0,1.3732214298586618,1,23
Manhattan,Upper East Side,Entire home/apt,127,2,30,0.62,1,0
Manhattan,Hell's Kitchen,Entire home/apt,499,4,8,0.12,1,0
Brooklyn,Bushwick,Entire home/apt,120,3,0,1.3732214298586618,1,177
Queens,Long Island City,Entire home/apt,107,3,4,0.38,1,0
Manhattan,Upper West Side,Private room,150,1,1,0.04,2,0
Brooklyn,Bushwick,Private room,35,2,22,1.89,3,29
Manhattan,Upper West Side,Entire home/apt,143,3,0,1.3732214298586618,1,10
Manhattan,Theater District,Entire home/apt,343,30,0,1.3732214298586618,232,311
Manhattan,Harlem,Private room,500,1,13,0.62,2,361
Brooklyn,Greenpoint,Private room,55,4,197,1.65,3,284
Queens,Jackson Heights,Entire home/apt,79,2,8,4.36,6,336
Manhattan,Financial District,Entire home/apt,463,2,0,1.3732214298586618,327,289
Manhattan,Upper West Side,Private room,120,1,141,5.94,1,231
Manhattan,Flatiron District,Entire home/apt,600,2,41,1.93,1,174
Manhattan,Hell's Kitchen,Entire home/apt,160,5,5,0.27,1,1
Brooklyn,Bushwick,Entire home/apt,120,2,42,0.48,1,238
Manhattan,Gramercy,Entire home/apt,245,5,18,0.21,1,0
Manhattan,West Village,Entire home/apt,165,4,1,0.04,1,0
Manhattan,East Village,Private room,75,1,15,2.88,2,0
Brooklyn,Williamsburg,Entire home/apt,220,30,0,1.3732214298586618,6,205
Manhattan,Upper East Side,Entire home/apt,430,2,10,1.06,1,365
Manhattan,Upper West Side,Entire home/apt,165,1,8,0.88,1,87
Queens,Ditmars Steinway,Private room,90,4,0,1.3732214298586618,1,0
Manhattan,Upper East Side,Private room,79,1,347,4.24,2,247
Manhattan,East Village,Entire home/apt,110,3,1,0.02,1,0
Manhattan,Upper East Side,Private room,125,1,0,1.3732214298586618,1,0
Brooklyn,Sunset Park,Private room,58,1,1,0.68,4,360
Manhattan,East Village,Entire home/apt,160,5,0,1.3732214298586618,1,0
Queens,Elmhurst,Entire home/apt,150,2,10,0.46,1,89
Manhattan,Upper West Side,Entire home/apt,180,3,2,0.06,1,0
Manhattan,West Village,Entire home/apt,250,7,0,1.3732214298586618,1,0
Brooklyn,Bushwick,Private room,49,7,2,0.05,1,0
Brooklyn,Bedford-Stuyvesant,Private room,55,6,7,0.54,1,179
Manhattan,Chelsea,Entire home/apt,196,3,90,3.09,2,186
Manhattan,Inwood,Entire home/apt,115,3,6,0.18,1,0
Manhattan,East Village,Entire home/apt,300,5,1,0.06,1,0
Manhattan,East Village,Entire home/apt,200,3,78,1.33,1,336
Manhattan,East Harlem,Entire home/apt,89,2,52,2.75,1,3
Manhattan,East Village,Private room,60,7,1,0.02,1,0
Manhattan,Harlem,Private room,48,1,1,0.05,1,0
Manhattan,Theater District,Private room,100,1,0,1.3732214298586618,7,262
Bronx,Baychester,Entire home/apt,95,3,206,4.98,2,144
Manhattan,Midtown,Private room,100,1,0,1.3732214298586618,8,321
Brooklyn,Williamsburg,Entire home/apt,160,2,130,3.72,2,69
Queens,Flushing,Private room,75,1,0,1.3732214298586618,1,365
Brooklyn,Greenpoint,Private room,60,3,0,1.3732214298586618,1,0
Brooklyn,Bedford-Stuyvesant,Private room,50,6,8,0.19,1,0
Queens,Woodhaven,Entire home/apt,65,2,85,2.4,3,311
Manhattan,Lower East Side,Entire home/apt,222,1,3,0.26,1,0
Manhattan,Nolita,Entire home/apt,225,2,244,2.81,2,252
Manhattan,Nolita,Entire home/apt,195,3,66,1.24,1,0
Brooklyn,Williamsburg,Entire home/apt,180,4,67,1.32,1,304
Manhattan,Upper East Side,Entire home/apt,180,3,3,0.06,1,0
Manhattan,Harlem,Private room,77,2,36,1.49,1,116
Manhattan,Upper West Side,Entire home/apt,175,2,6,4.29,1,1
Brooklyn,Bushwick,Entire home/apt,110,5,3,0.17,1,0
Brooklyn,Brownsville,Private room,69,2,104,2.72,3,362
Queens,Long Island City,Entire home/apt,110,2,2,2.0,1,21
Brooklyn,Park Slope,Entire home/apt,120,3,71,2.12,3,200
Manhattan,Kips Bay,Entire home/apt,200,13,3,0.05,1,166
Manhattan,Gramercy,Private room,80,2,23,0.54,3,362
Brooklyn,Williamsburg,Private room,55,3,2,0.05,1,0
Brooklyn,Bedford-Stuyvesant,Private room,60,2,19,2.14,2,251
Brooklyn,Bushwick,Entire home/apt,111,2,73,2.06,3,170
Manhattan,West Village,Entire home/apt,290,3,59,1.67,1,256
Brooklyn,Gravesend,Entire home/apt,59,2,42,2.33,1,35
Manhattan,Inwood,Private room,50,2,7,0.23,1,155
Queens,Astoria,Private room,700,1,1,0.47,1,125
Manhattan,Harlem,Private room,69,7,2,1.71,1,30
Brooklyn,Kensington,Private room,66,2,29,1.25,4,170
Queens,Maspeth,Entire home/apt,90,3,9,6.75,1,121
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,80,2,14,0.83,1,0
Manhattan,Chelsea,Entire home/apt,250,6,1,1.0,1,3
Manhattan,Tribeca,Entire home/apt,499,14,14,0.78,4,298
Brooklyn,Williamsburg,Private room,100,3,12,0.43,2,0
Brooklyn,Borough Park,Shared room,35,1,0,1.3732214298586618,4,174
Manhattan,East Village,Entire home/apt,250,7,16,1.72,1,135
Brooklyn,Brooklyn Heights,Entire home/apt,111,4,2,0.05,1,0
Manhattan,Murray Hill,Entire home/apt,200,2,0,1.3732214298586618,1,0
Brooklyn,Fort Greene,Entire home/apt,375,2,13,0.96,2,158
Manhattan,Nolita,Entire home/apt,299,2,26,0.37,1,88
Bronx,Schuylerville,Private room,150,1,24,8.37,5,247
Brooklyn,Bedford-Stuyvesant,Private room,37,7,15,0.7,2,71
Manhattan,Hell's Kitchen,Entire home/apt,500,1,0,1.3732214298586618,1,0
Brooklyn,Crown Heights,Private room,50,14,43,0.8,1,313
Manhattan,Harlem,Private room,66,14,4,0.17,1,0
Manhattan,Harlem,Entire home/apt,80,60,0,1.3732214298586618,1,311
Manhattan,Chelsea,Entire home/apt,143,4,1,0.03,1,0
Manhattan,Harlem,Private room,65,5,1,0.16,1,0
Manhattan,Midtown,Entire home/apt,170,30,1,0.51,96,345
Brooklyn,Williamsburg,Private room,65,2,1,0.03,1,0
Brooklyn,Carroll Gardens,Private room,75,2,42,0.96,1,0
Brooklyn,Crown Heights,Entire home/apt,100,1,1,0.02,1,0
Manhattan,Hell's Kitchen,Entire home/apt,99,30,8,0.19,8,139
Manhattan,East Village,Private room,60,60,0,1.3732214298586618,1,147
Queens,Howard Beach,Private room,150,1,0,1.3732214298586618,1,89
Brooklyn,Williamsburg,Private room,60,3,12,0.51,1,0
Brooklyn,Bushwick,Private room,61,5,32,1.14,4,350
Manhattan,East Village,Entire home/apt,133,28,2,0.05,1,0
Brooklyn,Clinton Hill,Private room,90,30,20,0.42,11,249
Manhattan,Hell's Kitchen,Private room,244,1,39,3.35,1,5
Brooklyn,Sunset Park,Private room,40,2,9,0.25,1,20
Brooklyn,Bushwick,Private room,70,1,0,1.3732214298586618,3,0
Manhattan,Theater District,Private room,100,1,0,1.3732214298586618,15,336
Manhattan,Upper West Side,Entire home/apt,1500,1,0,1.3732214298586618,1,0
Manhattan,Harlem,Entire home/apt,500,10,0,1.3732214298586618,1,0
Manhattan,Upper West Side,Entire home/apt,159,30,0,1.3732214298586618,87,342
Brooklyn,Fort Greene,Private room,48,30,0,1.3732214298586618,25,333
Brooklyn,Bushwick,Private room,40,2,4,0.21,1,0
Manhattan,Upper East Side,Private room,99,11,0,1.3732214298586618,1,365
Brooklyn,Bedford-Stuyvesant,Private room,45,15,3,0.47,11,199
Brooklyn,Clinton Hill,Entire home/apt,160,14,3,0.04,1,0
Manhattan,Upper East Side,Entire home/apt,140,30,5,0.15,12,0
Bronx,Wakefield,Private room,65,1,52,5.4,3,363
Brooklyn,Williamsburg,Private room,150,2,0,1.3732214298586618,1,0
Queens,Howard Beach,Entire home/apt,250,1,1,1.0,2,346
Brooklyn,Crown Heights,Entire home/apt,50,4,8,0.12,1,220
Manhattan,Chelsea,Private room,85,2,22,0.65,1,58
Brooklyn,Crown Heights,Entire home/apt,85,5,14,0.26,1,0
Brooklyn,Bedford-Stuyvesant,Private room,60,1,104,2.68,3,293
Brooklyn,Canarsie,Entire home/apt,75,2,91,1.56,2,289
Manhattan,Upper West Side,Entire home/apt,150,1,0,1.3732214298586618,1,0
Queens,Rosedale,Entire home/apt,80,1,9,1.79,2,116
Manhattan,Hell's Kitchen,Private room,147,2,1,1.0,1,27
Queens,Ridgewood,Private room,35,3,1,0.05,1,0
Manhattan,Theater District,Entire home/apt,317,30,0,1.3732214298586618,232,251
Manhattan,Upper West Side,Private room,100,3,21,0.49,2,0
Queens,Bayside,Entire home/apt,190,3,1,0.16,1,0
Manhattan,Upper West Side,Private room,75,1,19,5.28,2,58
Brooklyn,Bedford-Stuyvesant,Private room,45,1,13,0.26,1,0
Manhattan,Upper West Side,Entire home/apt,180,5,6,0.82,1,5
Queens,Astoria,Entire home/apt,125,2,0,1.3732214298586618,1,0
Brooklyn,Bedford-Stuyvesant,Private room,55,3,2,0.17,4,0
Brooklyn,Williamsburg,Entire home/apt,150,2,8,0.35,1,0
Brooklyn,Crown Heights,Private room,45,3,0,1.3732214298586618,2,320
Manhattan,Midtown,Entire home/apt,670,25,0,1.3732214298586618,3,305
Manhattan,Upper West Side,Entire home/apt,195,30,3,0.21,10,311
Brooklyn,Williamsburg,Private room,75,3,3,0.11,1,0
Queens,Sunnyside,Private room,50,5,0,1.3732214298586618,1,0
Manhattan,East Harlem,Private room,80,1,134,2.69,3,211
Brooklyn,Williamsburg,Private room,50,5,4,0.56,1,12
Brooklyn,Williamsburg,Entire home/apt,199,3,10,0.1,1,280
Queens,Woodside,Private room,30,7,1,0.03,1,0
Brooklyn,Flatbush,Private room,95,1,9,0.73,1,0
Brooklyn,Sunset Park,Entire home/apt,69,5,9,0.2,1,0
Manhattan,East Village,Private room,85,2,57,2.36,1,56
Queens,Neponsit,Entire home/apt,274,2,34,1.37,1,315
Manhattan,Upper East Side,Entire home/apt,275,6,0,1.3732214298586618,1,73
Brooklyn,Park Slope,Entire home/apt,250,7,18,0.21,1,18
Brooklyn,Williamsburg,Entire home/apt,350,2,14,0.76,1,353
Brooklyn,Bushwick,Private room,45,1,14,3.23,1,189
Brooklyn,Bedford-Stuyvesant,Private room,68,1,37,1.84,1,0
Manhattan,Chinatown,Private room,85,3,37,0.58,1,5
Brooklyn,Williamsburg,Entire home/apt,179,2,2,0.47,1,2
Manhattan,Hell's Kitchen,Private room,110,1,14,3.65,1,0
Manhattan,East Village,Entire home/apt,295,7,12,0.78,2,128
Brooklyn,Greenpoint,Entire home/apt,199,3,73,0.84,28,56
Queens,Maspeth,Private room,68,1,0,1.3732214298586618,1,0
Brooklyn,Flatlands,Entire home/apt,300,4,0,1.3732214298586618,1,163
Queens,Woodside,Private room,70,30,0,1.3732214298586618,103,269
Manhattan,East Village,Entire home/apt,145,3,27,1.33,1,7
Brooklyn,Williamsburg,Private room,70,1,2,0.18,1,0
Manhattan,Upper West Side,Entire home/apt,183,30,0,1.3732214298586618,1,0
Brooklyn,Williamsburg,Entire home/apt,200,3,0,1.3732214298586618,1,5
Queens,Glendale,Entire home/apt,95,4,63,2.21,1,101
Manhattan,Upper East Side,Private room,100,1,10,1.69,2,0
Manhattan,Roosevelt Island,Private room,80,1,1,0.02,2,0
Brooklyn,Williamsburg,Private room,70,1,67,7.18,4,5
Brooklyn,Bedford-Stuyvesant,Private room,60,1,0,1.3732214298586618,1,29
Bronx,Morris Heights,Private room,35,1,25,7.08,1,241
Manhattan,Hell's Kitchen,Private room,210,1,4,0.22,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,89,3,0,1.3732214298586618,1,0
Queens,Astoria,Private room,60,1,6,1.91,1,323
Manhattan,East Village,Entire home/apt,400,2,9,0.25,1,0
Manhattan,Upper East Side,Entire home/apt,400,5,0,1.3732214298586618,2,363
Brooklyn,Bushwick,Entire home/apt,199,2,60,2.47,1,37
Queens,Long Island City,Private room,150,2,17,0.92,2,72
Brooklyn,Crown Heights,Private room,35,30,7,0.15,2,318
Brooklyn,Sunset Park,Shared room,30,1,4,4.0,1,342
Manhattan,West Village,Entire home/apt,225,2,185,4.24,1,250
Brooklyn,Clinton Hill,Entire home/apt,150,7,3,2.14,1,0
Queens,Astoria,Private room,65,4,28,0.74,1,0
Manhattan,Morningside Heights,Private room,125,6,3,0.22,1,34
Brooklyn,Williamsburg,Private room,60,2,36,1.96,2,52
Brooklyn,Sunset Park,Entire home/apt,275,4,5,0.46,1,12
Manhattan,Midtown,Entire home/apt,200,7,1,0.16,1,0
Manhattan,Upper East Side,Entire home/apt,100,2,6,0.39,1,0
Manhattan,Upper West Side,Entire home/apt,220,7,19,1.45,1,23
Manhattan,Harlem,Entire home/apt,101,2,8,1.24,3,0
Brooklyn,Crown Heights,Private room,65,2,1,0.16,1,0
Brooklyn,Fort Greene,Entire home/apt,150,3,16,2.26,1,66
Manhattan,Upper West Side,Entire home/apt,85,30,6,0.56,1,15
Queens,Woodside,Entire home/apt,115,2,34,3.72,1,81
Manhattan,Hell's Kitchen,Entire home/apt,180,3,1,0.61,1,17
Brooklyn,Carroll Gardens,Entire home/apt,275,4,0,1.3732214298586618,1,0
Brooklyn,Prospect-Lefferts Gardens,Private room,95,1,48,2.63,2,77
Manhattan,East Village,Private room,185,2,0,1.3732214298586618,1,26
Manhattan,Greenwich Village,Entire home/apt,165,30,19,0.23,1,259
Brooklyn,Bushwick,Private room,50,2,4,0.71,2,7
Manhattan,Upper East Side,Private room,154,4,5,0.22,1,27
Manhattan,Theater District,Entire home/apt,212,29,0,1.3732214298586618,327,349
Manhattan,Harlem,Entire home/apt,95,2,0,1.3732214298586618,1,0
Manhattan,Stuyvesant Town,Private room,77,21,2,2.0,1,321
Brooklyn,Williamsburg,Entire home/apt,500,3,1,1.0,1,357
Manhattan,SoHo,Private room,140,2,54,0.56,1,221
Manhattan,Inwood,Entire home/apt,140,1,49,1.23,1,16
Staten Island,Shore Acres,Entire home/apt,75,3,19,0.28,1,258
Queens,Ridgewood,Entire home/apt,99,2,57,0.89,1,42
Brooklyn,Bedford-Stuyvesant,Private room,65,2,49,1.42,2,310
Brooklyn,Bushwick,Private room,70,3,4,0.73,3,21
Brooklyn,Williamsburg,Entire home/apt,115,3,4,0.22,1,0
Manhattan,Upper East Side,Entire home/apt,275,2,9,0.24,1,0
Manhattan,Washington Heights,Private room,65,1,113,3.63,1,266
Brooklyn,Bedford-Stuyvesant,Private room,66,3,0,1.3732214298586618,1,174
Manhattan,Financial District,Entire home/apt,248,30,0,1.3732214298586618,232,338
Manhattan,Washington Heights,Private room,65,5,23,2.47,1,255
Brooklyn,Bedford-Stuyvesant,Entire home/apt,25,2,50,1.65,1,6
Manhattan,Upper East Side,Entire home/apt,195,30,1,0.16,1,143
Brooklyn,Bedford-Stuyvesant,Private room,69,2,90,3.1,1,106
Brooklyn,Crown Heights,Entire home/apt,100,2,0,1.3732214298586618,1,87
Manhattan,Hell's Kitchen,Entire home/apt,200,3,10,4.48,1,206
Brooklyn,Crown Heights,Private room,45,13,2,0.15,4,354
Manhattan,Nolita,Entire home/apt,180,30,0,1.3732214298586618,2,249
Brooklyn,Bushwick,Shared room,95,1,0,1.3732214298586618,1,0
Manhattan,East Harlem,Private room,60,2,1,0.05,2,0
Manhattan,East Harlem,Entire home/apt,220,7,0,1.3732214298586618,1,0
Brooklyn,Flatlands,Private room,45,1,9,0.26,1,189
Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,4,38,1.91,1,309
Manhattan,East Harlem,Entire home/apt,103,2,98,1.94,1,237
Manhattan,Hell's Kitchen,Private room,99,1,123,1.99,2,245
Brooklyn,East Flatbush,Entire home/apt,120,2,56,1.82,1,85
Manhattan,Upper East Side,Entire home/apt,150,1,2,0.05,1,0
Manhattan,Hell's Kitchen,Entire home/apt,129,1,178,3.43,1,272
Manhattan,East Village,Private room,120,1,18,1.22,2,28
Brooklyn,Crown Heights,Private room,35,3,165,4.09,5,272
Brooklyn,Bay Ridge,Shared room,18,9,1,1.0,12,0
Manhattan,Theater District,Private room,130,4,177,3.01,1,235
Manhattan,Upper West Side,Private room,85,2,113,0.91,1,333
Manhattan,Harlem,Entire home/apt,280,4,97,1.25,2,48
Brooklyn,Brownsville,Entire home/apt,49,14,3,0.08,1,291
Brooklyn,Bushwick,Shared room,40,30,0,1.3732214298586618,8,365
Manhattan,Hell's Kitchen,Private room,155,1,176,3.57,11,248
Brooklyn,Crown Heights,Private room,41,1,7,0.23,1,45
Queens,Woodhaven,Entire home/apt,85,3,0,1.3732214298586618,6,300
Manhattan,Upper East Side,Private room,110,2,3,0.06,1,0
Brooklyn,Bushwick,Private room,45,1,0,1.3732214298586618,1,0
Manhattan,Upper West Side,Entire home/apt,120,6,5,0.09,1,0
Manhattan,Chelsea,Private room,90,3,2,1.58,1,53
Brooklyn,Bushwick,Private room,45,7,0,1.3732214298586618,1,14
Manhattan,Harlem,Private room,50,2,20,1.74,4,157
Brooklyn,Bedford-Stuyvesant,Private room,36,15,1,0.52,5,343
Bronx,Claremont Village,Private room,75,3,19,2.59,1,109
Manhattan,Chelsea,Entire home/apt,150,1,49,0.75,1,0
Queens,Jamaica,Private room,165,1,0,1.3732214298586618,18,362
Brooklyn,Bedford-Stuyvesant,Shared room,30,5,91,1.18,3,248
Manhattan,Hell's Kitchen,Entire home/apt,99,30,55,3.5,1,63
Manhattan,Upper East Side,Entire home/apt,200,5,95,1.95,2,182
Brooklyn,Cypress Hills,Private room,35,1,17,1.13,3,0
Brooklyn,Fort Greene,Private room,89,90,13,0.19,1,101
Manhattan,Upper East Side,Entire home/apt,120,1,16,1.41,1,2
Manhattan,Upper West Side,Entire home/apt,175,3,258,3.8,1,235
Manhattan,Harlem,Private room,80,3,3,0.05,2,178
Brooklyn,Boerum Hill,Entire home/apt,125,2,91,4.61,2,62
Brooklyn,Crown Heights,Entire home/apt,60,133,12,0.71,2,0
Brooklyn,Brighton Beach,Entire home/apt,75,2,8,0.1,1,2
Brooklyn,Bedford-Stuyvesant,Private room,70,3,63,0.58,2,310
Queens,Arverne,Entire home/apt,450,2,32,2.35,2,315
Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,2,7,2.08,1,68
Queens,Flushing,Entire home/apt,109,1,176,5.07,2,316
Manhattan,Upper East Side,Entire home/apt,99,30,13,0.3,15,323
Manhattan,Upper West Side,Entire home/apt,60,3,11,0.59,1,0
Manhattan,Harlem,Private room,50,1,2,0.04,1,0
Brooklyn,Boerum Hill,Entire home/apt,200,20,11,0.46,1,32
Brooklyn,Williamsburg,Entire home/apt,200,2,0,1.3732214298586618,1,4
Queens,Long Island City,Entire home/apt,85,20,0,1.3732214298586618,1,51
Brooklyn,Kensington,Entire home/apt,55,7,0,1.3732214298586618,1,0
Queens,Ditmars Steinway,Entire home/apt,175,2,6,0.21,1,176
Brooklyn,Prospect Heights,Private room,47,7,8,0.18,1,0
Brooklyn,Williamsburg,Private room,130,5,102,2.48,1,288
Brooklyn,Williamsburg,Private room,100,1,3,0.08,2,0
Manhattan,Tribeca,Entire home/apt,799,3,6,0.66,1,325
Brooklyn,Park Slope,Private room,66,3,2,1.03,2,87
Manhattan,Hell's Kitchen,Private room,95,3,0,1.3732214298586618,1,0
Manhattan,Gramercy,Entire home/apt,90,1,11,2.31,1,89
Manhattan,East Village,Entire home/apt,260,3,24,3.35,2,26
Brooklyn,Greenpoint,Entire home/apt,149,30,2,0.08,52,341
Manhattan,Harlem,Private room,89,1,19,0.44,3,0
Brooklyn,Sheepshead Bay,Private room,36,7,8,0.71,2,81
Manhattan,Morningside Heights,Entire home/apt,120,5,4,0.07,1,0
Brooklyn,Williamsburg,Entire home/apt,100,2,20,1.08,1,0
Brooklyn,Windsor Terrace,Entire home/apt,55,1,5,2.21,3,232
Brooklyn,Bushwick,Private room,49,1,107,3.04,1,340
Brooklyn,Bushwick,Private room,37,1,202,3.74,1,73
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,115,30,2,0.03,1,0
Manhattan,East Village,Entire home/apt,189,3,265,2.99,2,355
Brooklyn,Bushwick,Private room,35,10,13,0.37,1,0
Brooklyn,Bay Ridge,Entire home/apt,155,28,0,1.3732214298586618,1,339
Brooklyn,Prospect-Lefferts Gardens,Private room,65,1,69,4.4,1,0
Manhattan,Hell's Kitchen,Private room,115,2,30,0.8,3,3
Queens,East Elmhurst,Entire home/apt,80,1,36,5.71,5,150
Brooklyn,Bedford-Stuyvesant,Entire home/apt,140,2,4,1.58,3,4
Brooklyn,Bushwick,Entire home/apt,55,3,53,1.73,2,243
Manhattan,Morningside Heights,Private room,63,10,0,1.3732214298586618,2,83
Queens,Briarwood,Private room,50,1,11,3.79,9,342
Brooklyn,Bedford-Stuyvesant,Private room,37,3,1,0.21,1,0
Manhattan,Gramercy,Entire home/apt,199,3,20,3.7,1,123
Brooklyn,Bushwick,Private room,67,30,3,0.16,1,179
Manhattan,Harlem,Entire home/apt,80,1,0,1.3732214298586618,1,0
Brooklyn,Bedford-Stuyvesant,Private room,45,1,13,2.31,6,170
Manhattan,Murray Hill,Private room,120,3,0,1.3732214298586618,1,0
Bronx,Soundview,Private room,49,2,25,1.32,2,184
Brooklyn,Bushwick,Private room,50,1,80,5.1,1,57
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,100,2,6,0.58,1,0
Manhattan,Theater District,Private room,100,1,0,1.3732214298586618,13,341
Manhattan,East Harlem,Shared room,75,1,1,0.58,4,365
Manhattan,Upper West Side,Entire home/apt,150,30,0,1.3732214298586618,9,200
Brooklyn,Clinton Hill,Entire home/apt,140,6,9,0.26,1,0
Brooklyn,Cypress Hills,Private room,35,28,5,0.19,4,326
Manhattan,Hell's Kitchen,Private room,299,1,0,1.3732214298586618,30,365
Brooklyn,Clinton Hill,Private room,105,2,0,1.3732214298586618,1,0
Bronx,Mott Haven,Entire home/apt,125,3,32,1.59,1,6
Brooklyn,Carroll Gardens,Private room,130,2,2,0.19,1,179
Staten Island,St. George,Entire home/apt,99,3,4,2.31,1,326
Brooklyn,Bushwick,Entire home/apt,100,5,0,1.3732214298586618,2,0
Bronx,Bronxdale,Entire home/apt,60,4,2,2.0,1,194
Queens,Elmhurst,Private room,65,2,2,1.43,2,364
Manhattan,East Village,Entire home/apt,125,2,1,0.75,2,365
Brooklyn,Williamsburg,Entire home/apt,225,2,110,2.74,1,124
Brooklyn,Bedford-Stuyvesant,Private room,45,5,38,2.08,1,79
