neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Manhattan,Entire home/apt,60.0,1.0,124.0,3.94,1.0,4.0
Manhattan,Private room,48.0,30.0,7.0,0.26,10.0,5.0
Brooklyn,Private room,60.0,2.0,37.0,1.18,1.0,0.0
Brooklyn,Entire home/apt,72.0,1.0,15.0,3.13,1.0,0.0
Manhattan,Private room,58.0,4.0,131.0,4.17,2.0,2.0
Manhattan,Entire home/apt,1200.0,1.0,36.0,1.64,1.0,5.0
Manhattan,Entire home/apt,89.0,30.0,11.0,0.4,16.0,3.0
Brooklyn,Private room,99.0,1.0,230.0,7.28,3.0,3.0
Manhattan,Entire home/apt,500.0,3.0,21.0,0.73,1.0,2.0
Manhattan,Entire home/apt,142.0,30.0,9.0,0.3,91.0,5.0
Manhattan,Private room,114.0,1.0,40.0,1.28,3.0,5.0
Brooklyn,Entire home/apt,175.0,2.0,21.0,0.81,1.0,4.0
Queens,Entire home/apt,85.0,30.0,0.0,1.3732214298586618,1.0,3.0
Bronx,Private room,80.0,30.0,0.0,1.3732214298586618,1.0,4.0
Manhattan,Private room,85.0,3.0,16.0,0.51,1.0,2.0
Manhattan,Private room,150.0,1.0,56.0,1.79,1.0,5.0
Manhattan,Entire home/apt,330.0,2.0,124.0,3.94,1.0,2.0
Brooklyn,Private room,54.0,1.0,18.0,0.61,8.0,2.0
Brooklyn,Private room,53.0,1.0,18.0,0.63,8.0,2.0
Brooklyn,Entire home/apt,175.0,2.0,44.0,1.43,1.0,3.0
Brooklyn,Private room,48.0,1.0,10.0,0.71,8.0,0.0
Brooklyn,Private room,39.0,3.0,23.0,0.82,8.0,2.0
Queens,Private room,70.0,1.0,8.0,0.26,1.0,2.0
Brooklyn,Private room,29.0,60.0,13.0,0.42,4.0,2.0
Queens,Entire home/apt,125.0,3.0,42.0,1.85,3.0,0.0
Manhattan,Entire home/apt,100.0,4.0,62.0,2.1,1.0,4.0
Bronx,Private room,79.0,3.0,73.0,2.79,4.0,5.0
Brooklyn,Private room,70.0,20.0,3.0,0.15,4.0,5.0
Brooklyn,Entire home/apt,77.0,2.0,51.0,3.1,1.0,5.0
Manhattan,Private room,80.0,2.0,152.0,5.01,1.0,5.0
Queens,Entire home/apt,120.0,2.0,78.0,2.55,3.0,2.0
Brooklyn,Entire home/apt,175.0,2.0,71.0,2.35,1.0,4.0
Brooklyn,Private room,93.0,2.0,34.0,1.11,1.0,5.0
Manhattan,Entire home/apt,199.0,30.0,16.0,0.57,1.0,3.0
Brooklyn,Entire home/apt,185.0,8.0,2.0,0.07,1.0,3.0
Manhattan,Entire home/apt,240.0,3.0,4.0,0.17,1.0,4.0
Manhattan,Entire home/apt,225.0,10.0,14.0,0.52,1.0,2.0
Manhattan,Entire home/apt,139.0,30.0,2.0,0.07,31.0,5.0
Queens,Private room,109.0,1.0,5.0,0.17,4.0,5.0
Queens,Entire home/apt,165.0,2.0,32.0,1.03,1.0,5.0
Brooklyn,Private room,50.0,1.0,35.0,1.14,1.0,3.0
Manhattan,Entire home/apt,90.0,30.0,5.0,0.16,1.0,5.0
Staten Island,Private room,55.0,3.0,6.0,0.22,3.0,4.0
Brooklyn,Entire home/apt,150.0,2.0,34.0,1.11,1.0,4.0
Manhattan,Private room,75.0,2.0,45.0,1.44,3.0,5.0
Queens,Private room,30.0,15.0,31.0,0.99,2.0,5.0
Queens,Private room,75.0,1.0,50.0,1.59,2.0,5.0
Brooklyn,Private room,64.0,1.0,87.0,2.82,1.0,4.0
Brooklyn,Entire home/apt,135.0,2.0,29.0,0.93,1.0,5.0
Manhattan,Private room,132.0,1.0,14.0,0.51,3.0,4.0
Brooklyn,Private room,169.0,1.0,34.0,1.09,8.0,5.0
Manhattan,Private room,77.0,3.0,30.0,0.98,1.0,5.0
Manhattan,Entire home/apt,200.0,1.0,26.0,0.95,2.0,3.0
Brooklyn,Private room,85.0,2.0,68.0,2.22,1.0,3.0
Manhattan,Entire home/apt,400.0,3.0,17.0,1.16,1.0,1.0
Manhattan,Entire home/apt,200.0,1.0,12.0,8.18,1.0,2.0
Manhattan,Private room,80.0,3.0,110.0,3.48,1.0,4.0
Staten Island,Entire home/apt,51.0,4.0,29.0,0.97,1.0,4.0
Queens,Private room,60.0,1.0,305.0,9.83,2.0,1.0
Manhattan,Entire home/apt,120.0,14.0,1.0,0.03,1.0,2.0
Brooklyn,Entire home/apt,250.0,3.0,64.0,2.15,1.0,4.0
Brooklyn,Shared room,100.0,2.0,0.0,1.3732214298586618,1.0,2.0
Brooklyn,Private room,47.0,7.0,2.0,0.07,1.0,5.0
Queens,Private room,250.0,2.0,14.0,0.51,1.0,1.0
Manhattan,Entire home/apt,200.0,4.0,25.0,1.12,1.0,3.0
Queens,Entire home/apt,85.0,2.0,99.0,3.15,1.0,4.0
Manhattan,Private room,85.0,4.0,20.0,0.65,1.0,5.0
Brooklyn,Private room,85.0,9.0,6.0,0.22,1.0,5.0
Queens,Entire home/apt,239.0,3.0,12.0,0.55,2.0,3.0
Brooklyn,Entire home/apt,700.0,4.0,3.0,0.24,1.0,5.0
Brooklyn,Private room,60.0,7.0,6.0,0.2,1.0,1.0
Queens,Private room,87.0,3.0,3.0,0.1,2.0,5.0
Brooklyn,Private room,50.0,8.0,1.0,0.16,1.0,5.0
Brooklyn,Private room,80.0,1.0,12.0,0.39,3.0,3.0
Queens,Private room,69.0,1.0,25.0,0.81,4.0,4.0
Queens,Entire home/apt,200.0,1.0,46.0,1.65,4.0,5.0
Manhattan,Entire home/apt,220.0,28.0,2.0,0.08,1.0,5.0
Brooklyn,Private room,38.0,21.0,13.0,0.42,1.0,5.0
Brooklyn,Private room,70.0,2.0,52.0,1.7,3.0,4.0
Manhattan,Private room,80.0,3.0,6.0,0.28,1.0,3.0
Brooklyn,Entire home/apt,53.0,12.0,17.0,0.74,1.0,4.0
Manhattan,Private room,54.0,5.0,8.0,0.31,8.0,2.0
Brooklyn,Entire home/apt,135.0,2.0,77.0,2.66,2.0,2.0
Brooklyn,Entire home/apt,525.0,2.0,1.0,0.03,4.0,4.0
Brooklyn,Private room,200.0,2.0,0.0,1.3732214298586618,4.0,5.0
Brooklyn,Private room,200.0,2.0,1.0,0.03,4.0,0.0
Brooklyn,Entire home/apt,145.0,30.0,0.0,1.3732214298586618,1.0,3.0
Brooklyn,Private room,80.0,2.0,4.0,0.13,1.0,0.0
Queens,Entire home/apt,150.0,1.0,150.0,4.82,6.0,4.0
Queens,Entire home/apt,120.0,1.0,134.0,4.36,6.0,1.0
Brooklyn,Entire home/apt,123.0,30.0,5.0,0.16,21.0,4.0
Manhattan,Entire home/apt,250.0,1.0,29.0,0.95,1.0,4.0
Manhattan,Private room,100.0,2.0,5.0,0.55,1.0,4.0
Manhattan,Entire home/apt,250.0,3.0,31.0,1.14,2.0,0.0
Manhattan,Entire home/apt,98.0,30.0,8.0,0.32,31.0,3.0
Bronx,Private room,60.0,2.0,3.0,0.1,1.0,3.0
Brooklyn,Private room,37.0,1.0,93.0,3.0,2.0,2.0
Manhattan,Private room,75.0,2.0,121.0,3.89,1.0,3.0
Brooklyn,Private room,39.0,2.0,9.0,0.29,3.0,0.0
Brooklyn,Private room,29.0,1.0,139.0,4.43,2.0,3.0
Queens,Private room,40.0,5.0,8.0,0.26,1.0,0.0
Manhattan,Private room,45.0,5.0,40.0,1.31,3.0,0.0
Brooklyn,Entire home/apt,55.0,3.0,53.0,1.73,2.0,4.0
Queens,Private room,48.0,1.0,510.0,16.22,5.0,4.0
Brooklyn,Private room,49.0,1.0,1.0,0.3,2.0,1.0
Brooklyn,Entire home/apt,135.0,5.0,13.0,0.48,1.0,0.0
Manhattan,Entire home/apt,200.0,5.0,8.0,0.26,1.0,2.0
Manhattan,Entire home/apt,850.0,3.0,0.0,1.3732214298586618,1.0,2.0
Brooklyn,Entire home/apt,300.0,2.0,11.0,0.38,1.0,2.0
Brooklyn,Private room,80.0,2.0,17.0,0.7,1.0,3.0
Brooklyn,Entire home/apt,110.0,2.0,91.0,3.02,1.0,1.0
Brooklyn,Entire home/apt,115.0,5.0,47.0,1.53,2.0,3.0
Brooklyn,Private room,30.0,2.0,61.0,1.95,1.0,2.0
Staten Island,Private room,55.0,2.0,30.0,0.96,5.0,1.0
Manhattan,Private room,79.0,2.0,19.0,0.67,2.0,0.0
Manhattan,Entire home/apt,425.0,30.0,0.0,1.3732214298586618,1.0,2.0
Brooklyn,Entire home/apt,85.0,3.0,7.0,0.38,1.0,0.0
Staten Island,Private room,55.0,2.0,64.0,2.04,5.0,5.0
Manhattan,Private room,66.0,3.0,78.0,2.49,1.0,2.0
Brooklyn,Entire home/apt,140.0,4.0,47.0,1.66,1.0,5.0
Manhattan,Private room,52.0,7.0,3.0,0.13,8.0,2.0
Manhattan,Entire home/apt,130.0,2.0,77.0,3.63,1.0,2.0
Queens,Entire home/apt,60.0,3.0,101.0,3.65,2.0,0.0
Brooklyn,Shared room,36.0,30.0,2.0,0.07,4.0,4.0
Brooklyn,Private room,150.0,3.0,43.0,1.41,2.0,1.0
Brooklyn,Entire home/apt,97.0,12.0,0.0,1.3732214298586618,1.0,0.0
Manhattan,Entire home/apt,250.0,3.0,53.0,1.98,1.0,0.0
Brooklyn,Shared room,28.0,1.0,103.0,4.02,4.0,2.0
Brooklyn,Entire home/apt,179.0,31.0,59.0,1.92,1.0,1.0
Brooklyn,Entire home/apt,350.0,3.0,17.0,0.55,1.0,1.0
Brooklyn,Entire home/apt,140.0,5.0,3.0,0.1,1.0,5.0
Manhattan,Private room,799.0,3.0,3.0,0.1,12.0,5.0
Manhattan,Entire home/apt,250.0,3.0,36.0,1.18,1.0,2.0
Manhattan,Entire home/apt,75.0,1.0,17.0,0.55,1.0,2.0
Manhattan,Entire home/apt,190.0,2.0,45.0,1.47,2.0,5.0
Manhattan,Private room,70.0,1.0,178.0,5.75,6.0,4.0
Manhattan,Private room,85.0,2.0,57.0,2.36,1.0,2.0
Brooklyn,Private room,97.0,30.0,9.0,0.29,11.0,3.0
Brooklyn,Private room,80.0,30.0,15.0,0.48,11.0,2.0
Manhattan,Entire home/apt,215.0,2.0,18.0,0.7,1.0,0.0
Brooklyn,Private room,97.0,30.0,13.0,0.41,6.0,2.0
Brooklyn,Private room,97.0,30.0,7.0,0.24,6.0,4.0
Brooklyn,Private room,50.0,7.0,0.0,1.3732214298586618,2.0,2.0
Manhattan,Entire home/apt,350.0,4.0,33.0,1.2,1.0,2.0
Brooklyn,Private room,84.0,3.0,10.0,0.38,1.0,1.0
Brooklyn,Private room,76.0,3.0,163.0,5.22,2.0,3.0
Brooklyn,Private room,124.0,2.0,71.0,2.32,1.0,2.0
Manhattan,Entire home/apt,160.0,90.0,2.0,0.07,8.0,2.0
Brooklyn,Private room,45.0,2.0,85.0,2.73,3.0,0.0
Queens,Private room,33.0,1.0,333.0,10.64,5.0,5.0
Queens,Private room,45.0,1.0,255.0,8.17,5.0,4.0
Brooklyn,Entire home/apt,200.0,2.0,46.0,1.5,1.0,3.0
Manhattan,Private room,95.0,4.0,15.0,0.63,2.0,1.0
Queens,Private room,45.0,1.0,306.0,9.82,5.0,2.0
Brooklyn,Entire home/apt,117.0,2.0,88.0,2.85,1.0,2.0
Brooklyn,Entire home/apt,220.0,6.0,7.0,0.23,2.0,0.0
Brooklyn,Entire home/apt,100.0,3.0,72.0,2.31,2.0,2.0
Brooklyn,Private room,31.0,7.0,2.0,0.06,1.0,5.0
Manhattan,Entire home/apt,900.0,30.0,0.0,1.3732214298586618,8.0,3.0
Bronx,Entire home/apt,125.0,7.0,0.0,1.3732214298586618,1.0,1.0
Brooklyn,Entire home/apt,170.0,3.0,37.0,1.18,1.0,2.0
Brooklyn,Shared room,37.0,1.0,47.0,1.58,5.0,0.0
Brooklyn,Entire home/apt,92.0,7.0,15.0,0.49,2.0,3.0
Brooklyn,Entire home/apt,71.0,1.0,124.0,3.97,1.0,5.0
Manhattan,Entire home/apt,110.0,3.0,7.0,0.31,1.0,2.0
Bronx,Entire home/apt,47.0,26.0,3.0,0.16,1.0,3.0
Brooklyn,Private room,45.0,2.0,37.0,1.21,4.0,5.0
Manhattan,Private room,55.0,3.0,24.0,0.86,2.0,0.0
Bronx,Private room,58.0,3.0,84.0,2.74,4.0,0.0
Manhattan,Entire home/apt,200.0,10.0,4.0,0.15,1.0,2.0
Brooklyn,Private room,50.0,2.0,5.0,0.16,1.0,0.0
Manhattan,Entire home/apt,129.0,7.0,11.0,0.35,1.0,2.0
Manhattan,Entire home/apt,177.0,1.0,46.0,1.5,1.0,5.0
Brooklyn,Private room,49.0,2.0,34.0,1.11,5.0,2.0
Brooklyn,Entire home/apt,325.0,2.0,67.0,2.27,3.0,5.0
Queens,Private room,30.0,15.0,22.0,0.7,2.0,2.0
Brooklyn,Entire home/apt,100.0,6.0,55.0,1.81,1.0,0.0
Manhattan,Entire home/apt,280.0,4.0,23.0,0.76,1.0,3.0
Manhattan,Entire home/apt,2590.0,1.0,8.0,0.41,1.0,5.0
Manhattan,Private room,147.0,4.0,30.0,1.18,1.0,2.0
Bronx,Private room,55.0,3.0,74.0,2.42,4.0,3.0
Manhattan,Private room,65.0,1.0,73.0,3.32,2.0,5.0
Manhattan,Private room,59.0,2.0,11.0,0.36,1.0,0.0
Manhattan,Shared room,32.0,14.0,0.0,1.3732214298586618,28.0,4.0
Manhattan,Private room,68.0,30.0,20.0,0.65,1.0,5.0
Manhattan,Private room,105.0,2.0,85.0,2.79,1.0,5.0
Brooklyn,Entire home/apt,75.0,2.0,68.0,2.28,1.0,0.0
Brooklyn,Entire home/apt,125.0,1.0,112.0,3.65,1.0,5.0
Brooklyn,Entire home/apt,100.0,3.0,5.0,0.17,1.0,3.0
Manhattan,Entire home/apt,149.0,10.0,9.0,0.29,1.0,5.0
Brooklyn,Private room,120.0,1.0,7.0,0.23,2.0,5.0
Manhattan,Entire home/apt,400.0,2.0,26.0,0.9,1.0,2.0
Brooklyn,Entire home/apt,130.0,2.0,168.0,5.45,1.0,0.0
Brooklyn,Private room,80.0,4.0,46.0,1.94,2.0,5.0
Bronx,Private room,45.0,14.0,18.0,0.68,4.0,2.0
Manhattan,Private room,200.0,4.0,2.0,0.07,1.0,4.0
Manhattan,Private room,60.0,2.0,119.0,3.82,1.0,3.0
Manhattan,Entire home/apt,132.0,4.0,10.0,0.33,1.0,5.0
Queens,Entire home/apt,60.0,3.0,63.0,4.42,2.0,1.0
Manhattan,Entire home/apt,240.0,3.0,15.0,0.56,1.0,3.0
Brooklyn,Entire home/apt,285.0,4.0,0.0,1.3732214298586618,2.0,1.0
Brooklyn,Entire home/apt,120.0,4.0,9.0,0.42,2.0,5.0
Manhattan,Entire home/apt,200.0,30.0,1.0,0.03,10.0,4.0
Manhattan,Entire home/apt,150.0,30.0,3.0,0.12,10.0,4.0
Manhattan,Private room,79.0,3.0,21.0,0.69,1.0,2.0
Brooklyn,Entire home/apt,139.0,2.0,93.0,3.02,1.0,5.0
Manhattan,Entire home/apt,105.0,1.0,142.0,4.62,3.0,4.0
Bronx,Private room,60.0,2.0,53.0,1.8,2.0,3.0
Bronx,Private room,50.0,2.0,63.0,2.06,2.0,3.0
Manhattan,Entire home/apt,190.0,1.0,86.0,2.76,1.0,2.0
Manhattan,Entire home/apt,230.0,5.0,14.0,0.45,1.0,2.0
Manhattan,Private room,85.0,1.0,84.0,2.71,12.0,5.0
Manhattan,Private room,85.0,1.0,113.0,3.63,12.0,3.0
Manhattan,Entire home/apt,295.0,2.0,43.0,1.39,1.0,0.0
Manhattan,Private room,89.0,1.0,138.0,5.31,1.0,2.0
Brooklyn,Entire home/apt,280.0,1.0,133.0,4.34,1.0,1.0
Queens,Private room,50.0,15.0,92.0,2.96,5.0,1.0
Manhattan,Private room,95.0,1.0,75.0,3.95,1.0,5.0
Manhattan,Entire home/apt,205.0,30.0,0.0,1.3732214298586618,87.0,2.0
Manhattan,Entire home/apt,279.0,30.0,1.0,0.26,87.0,5.0
Bronx,Private room,50.0,3.0,61.0,2.17,2.0,5.0
Brooklyn,Entire home/apt,190.0,4.0,26.0,1.18,1.0,3.0
Brooklyn,Entire home/apt,399.0,3.0,31.0,1.03,4.0,2.0
Manhattan,Entire home/apt,110.0,3.0,79.0,3.69,1.0,0.0
Manhattan,Private room,105.0,2.0,35.0,1.35,1.0,5.0
Manhattan,Shared room,89.0,1.0,2.0,0.19,1.0,3.0
Brooklyn,Private room,63.0,3.0,19.0,0.68,1.0,3.0
Queens,Entire home/apt,95.0,4.0,63.0,2.21,1.0,4.0
Brooklyn,Private room,58.0,1.0,16.0,0.52,2.0,4.0
Manhattan,Private room,150.0,3.0,2.0,0.1,1.0,1.0
Brooklyn,Entire home/apt,70.0,3.0,3.0,0.13,1.0,5.0
Manhattan,Private room,53.0,1.0,165.0,5.35,2.0,4.0
Manhattan,Entire home/apt,205.0,3.0,102.0,3.36,1.0,5.0
Manhattan,Entire home/apt,142.0,4.0,12.0,0.43,2.0,3.0
Brooklyn,Private room,52.0,2.0,123.0,4.01,4.0,5.0
Brooklyn,Private room,117.0,2.0,3.0,0.1,1.0,2.0
Queens,Entire home/apt,75.0,3.0,90.0,2.93,2.0,2.0
Brooklyn,Shared room,30.0,30.0,4.0,0.15,4.0,5.0
Queens,Private room,80.0,3.0,0.0,1.3732214298586618,2.0,3.0
Brooklyn,Entire home/apt,200.0,3.0,73.0,2.5,1.0,5.0
Brooklyn,Shared room,38.0,30.0,0.0,1.3732214298586618,4.0,0.0
Queens,Entire home/apt,89.0,1.0,2.0,2.0,1.0,5.0
Brooklyn,Private room,75.0,1.0,3.0,0.1,1.0,2.0
Brooklyn,Private room,90.0,3.0,36.0,1.28,1.0,5.0
Brooklyn,Private room,93.0,2.0,7.0,0.23,1.0,2.0
Queens,Entire home/apt,100.0,3.0,93.0,3.03,1.0,3.0
Brooklyn,Entire home/apt,350.0,1.0,82.0,2.67,5.0,0.0
Manhattan,Private room,86.0,1.0,42.0,1.55,1.0,5.0
Manhattan,Entire home/apt,180.0,3.0,49.0,1.58,1.0,2.0
Bronx,Entire home/apt,135.0,6.0,8.0,0.32,1.0,2.0
Brooklyn,Entire home/apt,179.0,30.0,32.0,1.18,2.0,2.0
Queens,Private room,115.0,2.0,24.0,0.78,1.0,2.0
Brooklyn,Entire home/apt,137.0,3.0,5.0,0.19,1.0,0.0
Brooklyn,Entire home/apt,165.0,2.0,92.0,2.97,1.0,1.0
Manhattan,Private room,599.0,3.0,0.0,1.3732214298586618,12.0,1.0
Manhattan,Entire home/apt,275.0,1.0,81.0,2.64,1.0,2.0
Brooklyn,Private room,41.0,1.0,7.0,0.23,1.0,0.0
Manhattan,Private room,85.0,1.0,70.0,2.27,12.0,5.0
Brooklyn,Entire home/apt,150.0,2.0,7.0,0.24,3.0,3.0
Brooklyn,Entire home/apt,143.0,2.0,8.0,0.26,1.0,2.0
Manhattan,Private room,75.0,1.0,91.0,2.95,1.0,4.0
Bronx,Entire home/apt,110.0,7.0,0.0,1.3732214298586618,2.0,3.0
Brooklyn,Entire home/apt,120.0,2.0,105.0,3.42,1.0,3.0
Manhattan,Entire home/apt,100.0,2.0,68.0,2.33,1.0,2.0
Queens,Private room,55.0,1.0,28.0,0.91,4.0,0.0
Brooklyn,Entire home/apt,100.0,1.0,37.0,1.28,1.0,4.0
Brooklyn,Entire home/apt,375.0,5.0,3.0,0.12,2.0,5.0
Brooklyn,Entire home/apt,165.0,3.0,33.0,1.15,2.0,4.0
Brooklyn,Entire home/apt,150.0,4.0,78.0,2.6,1.0,5.0
Manhattan,Private room,72.0,25.0,11.0,0.37,5.0,4.0
Brooklyn,Entire home/apt,128.0,4.0,17.0,0.67,1.0,4.0
Manhattan,Entire home/apt,83.0,30.0,0.0,1.3732214298586618,52.0,5.0
Manhattan,Entire home/apt,300.0,2.0,9.0,0.53,1.0,1.0
Brooklyn,Private room,54.0,5.0,12.0,0.4,1.0,2.0
Queens,Private room,50.0,4.0,125.0,4.29,2.0,2.0
Queens,Private room,40.0,1.0,255.0,8.33,5.0,5.0
Brooklyn,Private room,100.0,3.0,0.0,1.3732214298586618,2.0,2.0
Brooklyn,Shared room,45.0,2.0,0.0,1.3732214298586618,2.0,1.0
Bronx,Entire home/apt,115.0,5.0,7.0,0.23,1.0,5.0
Brooklyn,Entire home/apt,218.0,30.0,25.0,0.82,3.0,5.0
Manhattan,Entire home/apt,120.0,3.0,15.0,2.06,1.0,5.0
Brooklyn,Entire home/apt,100.0,3.0,75.0,2.59,1.0,4.0
Brooklyn,Private room,69.0,1.0,6.0,0.33,2.0,2.0
Manhattan,Entire home/apt,120.0,1.0,30.0,1.1,1.0,2.0
Brooklyn,Entire home/apt,140.0,3.0,13.0,1.09,2.0,4.0
Brooklyn,Private room,75.0,4.0,7.0,0.23,1.0,1.0
Manhattan,Entire home/apt,200.0,30.0,0.0,1.3732214298586618,87.0,5.0
Queens,Shared room,110.0,1.0,5.0,0.39,1.0,5.0
Manhattan,Private room,599.0,3.0,2.0,0.07,12.0,4.0
Manhattan,Entire home/apt,375.0,2.0,30.0,1.03,1.0,5.0
Brooklyn,Entire home/apt,90.0,2.0,108.0,3.52,1.0,3.0
Manhattan,Private room,999.0,3.0,1.0,0.05,12.0,0.0
Brooklyn,Entire home/apt,260.0,3.0,17.0,0.6,2.0,2.0
Manhattan,Private room,79.0,1.0,20.0,0.7,2.0,4.0
Manhattan,Private room,60.0,15.0,1.0,0.03,3.0,2.0
Brooklyn,Entire home/apt,100.0,4.0,48.0,2.16,1.0,4.0
Brooklyn,Entire home/apt,110.0,3.0,147.0,4.79,1.0,3.0
Manhattan,Entire home/apt,99.0,30.0,3.0,0.22,2.0,2.0
Bronx,Private room,100.0,6.0,0.0,1.3732214298586618,1.0,3.0
Manhattan,Private room,85.0,1.0,108.0,3.53,12.0,2.0
Queens,Private room,100.0,3.0,56.0,4.48,2.0,3.0
Manhattan,Private room,69.0,2.0,41.0,1.34,3.0,5.0
Bronx,Private room,46.0,4.0,43.0,1.65,3.0,5.0
Bronx,Entire home/apt,130.0,5.0,0.0,1.3732214298586618,1.0,3.0
Brooklyn,Entire home/apt,115.0,2.0,124.0,5.04,1.0,5.0
Manhattan,Entire home/apt,349.0,3.0,76.0,2.54,1.0,0.0
Manhattan,Entire home/apt,259.0,2.0,116.0,4.03,1.0,3.0
Manhattan,Entire home/apt,160.0,3.0,40.0,1.35,2.0,5.0
Manhattan,Entire home/apt,160.0,5.0,14.0,1.22,1.0,0.0
Queens,Entire home/apt,100.0,4.0,14.0,0.53,1.0,5.0
Manhattan,Entire home/apt,99.0,30.0,2.0,0.11,31.0,4.0
Manhattan,Private room,100.0,2.0,0.0,1.3732214298586618,1.0,4.0
Manhattan,Private room,115.0,1.0,9.0,0.34,1.0,3.0
Manhattan,Private room,50.0,14.0,33.0,1.1,2.0,3.0
Brooklyn,Private room,135.0,1.0,50.0,1.87,3.0,3.0
Manhattan,Private room,80.0,2.0,94.0,3.25,1.0,2.0
Manhattan,Private room,87.0,1.0,269.0,8.79,2.0,3.0
Brooklyn,Entire home/apt,171.0,3.0,77.0,2.72,2.0,5.0
Manhattan,Entire home/apt,100.0,30.0,26.0,1.18,3.0,4.0
Brooklyn,Private room,60.0,2.0,56.0,1.83,2.0,5.0
Brooklyn,Private room,85.0,2.0,22.0,0.72,3.0,2.0
Brooklyn,Entire home/apt,249.0,5.0,18.0,0.67,1.0,2.0
Manhattan,Private room,895.0,2.0,0.0,1.3732214298586618,1.0,2.0
Manhattan,Entire home/apt,196.0,3.0,90.0,3.09,2.0,5.0
Brooklyn,Entire home/apt,122.0,7.0,43.0,1.41,1.0,2.0
Queens,Private room,100.0,3.0,0.0,1.3732214298586618,1.0,4.0
Queens,Private room,55.0,3.0,13.0,1.13,1.0,4.0
Manhattan,Private room,90.0,2.0,77.0,2.5,2.0,5.0
Manhattan,Private room,75.0,1.0,81.0,2.64,1.0,0.0
Brooklyn,Private room,70.0,2.0,0.0,1.3732214298586618,2.0,3.0
Queens,Private room,50.0,2.0,47.0,1.99,3.0,3.0
Bronx,Entire home/apt,150.0,4.0,84.0,2.87,1.0,5.0
Brooklyn,Private room,90.0,1.0,30.0,1.16,3.0,4.0
Brooklyn,Private room,80.0,1.0,27.0,1.09,3.0,4.0
Manhattan,Private room,25.0,2.0,102.0,3.33,1.0,2.0
Manhattan,Entire home/apt,220.0,8.0,15.0,0.52,1.0,3.0
Queens,Private room,81.0,1.0,3.0,0.2,1.0,1.0
Brooklyn,Entire home/apt,73.0,2.0,48.0,1.86,1.0,4.0
Brooklyn,Entire home/apt,125.0,2.0,8.0,0.31,1.0,2.0
Brooklyn,Entire home/apt,75.0,1.0,82.0,3.16,1.0,2.0
Brooklyn,Private room,80.0,1.0,1.0,0.03,1.0,3.0
Queens,Entire home/apt,225.0,1.0,69.0,2.34,1.0,4.0
Queens,Shared room,120.0,1.0,0.0,1.3732214298586618,2.0,2.0
Queens,Private room,80.0,3.0,23.0,0.76,2.0,4.0
Brooklyn,Private room,55.0,4.0,43.0,1.41,3.0,1.0
Brooklyn,Private room,36.0,1.0,18.0,0.79,1.0,5.0
Queens,Private room,55.0,2.0,34.0,1.16,1.0,1.0
Manhattan,Shared room,55.0,2.0,36.0,1.28,2.0,4.0
Brooklyn,Entire home/apt,149.0,1.0,39.0,2.87,1.0,1.0
Brooklyn,Entire home/apt,95.0,4.0,0.0,1.3732214298586618,1.0,0.0
Brooklyn,Entire home/apt,350.0,30.0,2.0,0.09,1.0,0.0
Brooklyn,Private room,35.0,3.0,11.0,0.38,2.0,0.0
Manhattan,Private room,50.0,1.0,105.0,3.68,1.0,2.0
Brooklyn,Shared room,50.0,1.0,197.0,6.54,2.0,3.0
Manhattan,Entire home/apt,190.0,1.0,4.0,0.26,6.0,0.0
Bronx,Entire home/apt,60.0,90.0,5.0,0.2,7.0,0.0
Brooklyn,Entire home/apt,380.0,3.0,11.0,0.37,1.0,5.0
Brooklyn,Entire home/apt,125.0,2.0,103.0,3.57,1.0,5.0
Manhattan,Entire home/apt,235.0,2.0,123.0,4.05,1.0,4.0
Manhattan,Private room,67.0,1.0,6.0,0.2,1.0,5.0
Manhattan,Entire home/apt,232.0,5.0,5.0,0.17,1.0,0.0
Queens,Private room,40.0,1.0,128.0,4.36,2.0,2.0
Manhattan,Private room,96.0,1.0,87.0,2.97,1.0,0.0
Manhattan,Private room,120.0,5.0,11.0,0.76,2.0,5.0
Queens,Private room,72.0,1.0,10.0,0.54,1.0,3.0
Brooklyn,Private room,90.0,3.0,3.0,0.4,1.0,3.0
Queens,Private room,65.0,1.0,9.0,0.72,5.0,5.0
Brooklyn,Private room,30.0,1.0,13.0,0.45,2.0,1.0
Queens,Entire home/apt,100.0,2.0,91.0,3.08,1.0,2.0
Queens,Private room,100.0,1.0,34.0,1.38,2.0,0.0
Brooklyn,Private room,65.0,3.0,91.0,3.5,1.0,3.0
Brooklyn,Private room,80.0,2.0,35.0,1.16,1.0,3.0
Brooklyn,Entire home/apt,160.0,4.0,68.0,2.26,1.0,1.0
Manhattan,Entire home/apt,180.0,5.0,33.0,1.18,1.0,4.0
Brooklyn,Entire home/apt,199.0,2.0,122.0,4.06,1.0,5.0
Brooklyn,Private room,49.0,2.0,38.0,2.0,1.0,3.0
Brooklyn,Entire home/apt,94.0,3.0,28.0,0.93,1.0,0.0
Manhattan,Entire home/apt,77.0,47.0,5.0,0.18,1.0,3.0
Brooklyn,Private room,56.0,1.0,69.0,2.35,3.0,3.0
Queens,Private room,89.0,1.0,220.0,7.23,1.0,4.0
Brooklyn,Private room,60.0,2.0,14.0,0.58,1.0,5.0
Brooklyn,Entire home/apt,125.0,2.0,111.0,3.67,1.0,3.0
