neighbourhood,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,ng_Brooklyn,ng_Manhattan,ng_Queens,ng_Staten Island,rt_Private room,rt_Shared room
Williamsburg,150,3,6,0.61,1,0,1,0,0,0,0,0
Crown Heights,125,2,130,2.23,1,293,1,0,0,0,0,0
Longwood,90,2,1,0.09,3,0,0,0,0,0,1,0
East Village,180,1,27,0.59,2,0,0,1,0,0,1,0
Maspeth,89,3,54,1.26,1,331,0,0,1,0,0,0
Greenpoint,80,5,19,1.28,2,95,1,0,0,0,1,0
Upper East Side,153,30,1,0.05,33,365,0,1,0,0,0,0
Fort Greene,150,4,4,0.09,1,0,1,0,0,0,0,0
Bedford-Stuyvesant,63,1,3,0.07,10,306,1,0,0,0,1,0
Gramercy,325,2,0,1.3732214298586618,1,194,0,1,0,0,0,0
Astoria,42,1,54,3.48,4,66,0,0,1,0,0,1
Harlem,130,4,32,1.02,1,39,0,1,0,0,0,0
Greenpoint,110,3,34,0.57,1,12,1,0,0,0,0,0
Bedford-Stuyvesant,150,3,11,0.8,1,2,1,0,0,0,0,0
SoHo,135,2,125,2.14,2,340,0,1,0,0,1,0
Harlem,155,1,1,0.18,1,5,0,1,0,0,0,0
Bushwick,46,7,26,0.91,2,0,1,0,0,0,1,0
Bushwick,100,2,60,4.74,1,39,1,0,0,0,0,0
Harlem,150,3,3,0.08,3,0,0,1,0,0,0,0
Harlem,230,2,2,0.1,1,0,0,1,0,0,0,0
Park Slope,30,2,1,0.17,1,0,1,0,0,0,1,0
Upper West Side,43,10,0,1.3732214298586618,1,128,0,1,0,0,1,0
East Elmhurst,50,1,10,1.37,3,85,0,0,1,0,1,0
East Village,128,1,28,0.79,2,178,0,1,0,0,0,0
Williamsburg,159,28,4,0.1,1,0,1,0,0,0,0,0
Williamsburg,289,3,128,2.89,1,92,1,0,0,0,0,0
Bensonhurst,25,5,7,1.23,2,175,1,0,0,0,1,0
South Slope,150,3,8,0.15,1,0,1,0,0,0,0,0
Midtown,48,30,1,0.75,1,0,0,1,0,0,1,0
East Harlem,73,5,5,0.47,1,0,0,1,0,0,1,0
East Village,146,18,34,0.5,1,0,0,1,0,0,0,0
Upper West Side,150,20,0,1.3732214298586618,1,0,0,1,0,0,0,0
Bedford-Stuyvesant,150,2,112,3.88,2,195,1,0,0,0,0,0
Midwood,115,354,0,1.3732214298586618,1,179,1,0,0,0,0,0
Astoria,36,2,3,1.96,1,4,0,0,1,0,1,0
Williamsburg,100,1,0,1.3732214298586618,1,0,1,0,0,0,1,0
West Village,350,3,0,1.3732214298586618,1,0,0,1,0,0,0,0
Midtown,150,1,136,3.71,1,248,0,1,0,0,0,0
Williamsburg,150,7,0,1.3732214298586618,1,0,1,0,0,0,0,0
Murray Hill,135,30,0,1.3732214298586618,23,365,0,1,0,0,0,0
Ridgewood,37,2,17,1.01,1,0,0,0,1,0,1,0
Williamsburg,185,2,122,3.12,1,105,1,0,0,0,0,0
Greenpoint,275,2,0,1.3732214298586618,1,0,1,0,0,0,0,0
Sunset Park,120,1,59,3.69,1,22,1,0,0,0,0,0
Bushwick,89,3,21,1.14,1,30,1,0,0,0,0,0
East Village,100,3,3,0.14,4,157,0,1,0,0,1,0
Chelsea,250,30,1,0.03,96,319,0,1,0,0,0,0
Washington Heights,83,2,142,3.55,1,80,0,1,0,0,1,0
Greenpoint,70,2,2,0.27,1,0,1,0,0,0,1,0
East Village,60,3,50,1.31,1,240,0,1,0,0,1,0
Bedford-Stuyvesant,50,2,6,1.15,5,125,1,0,0,0,1,0
Hell's Kitchen,239,30,0,1.3732214298586618,121,352,0,1,0,0,0,0
East Village,50,1,5,0.46,1,0,0,1,0,0,1,0
East Flatbush,85,1,183,7.65,1,120,1,0,0,0,0,0
Little Italy,95,5,1,0.02,1,0,0,1,0,0,1,0
Financial District,130,29,0,1.3732214298586618,327,361,0,1,0,0,0,0
Bedford-Stuyvesant,89,2,27,1.12,2,40,1,0,0,0,1,0
Bedford-Stuyvesant,30,1,170,3.34,5,165,1,0,0,0,1,0
Tremont,40,2,17,2.7,1,107,0,0,0,0,0,0
Midtown,450,1,0,1.3732214298586618,14,350,0,1,0,0,1,0
Norwood,33,7,40,0.82,1,0,0,0,0,0,1,0
Williamsburg,70,5,3,0.2,1,0,1,0,0,0,1,0
Prospect-Lefferts Gardens,70,1,3,0.12,1,4,1,0,0,0,0,0
Astoria,75,7,0,1.3732214298586618,1,0,0,0,1,0,1,0
East Village,189,2,138,2.86,1,203,0,1,0,0,0,0
Financial District,180,1,36,1.05,1,0,0,1,0,0,0,0
Bedford-Stuyvesant,55,2,9,0.8,1,319,1,0,0,0,1,0
West Village,214,1,8,0.75,3,296,0,1,0,0,0,0
Sunset Park,40,7,0,1.3732214298586618,1,0,1,0,0,0,1,0
Harlem,59,25,0,1.3732214298586618,1,1,0,1,0,0,1,0
Harlem,118,1,95,3.93,5,224,0,1,0,0,1,0
Upper West Side,125,3,1,0.35,2,0,0,1,0,0,1,0
Williamsburg,40,1,1,0.02,1,0,1,0,0,0,1,0
East New York,100,3,0,1.3732214298586618,2,112,1,0,0,0,0,0
Sheepshead Bay,37,1,47,1.58,5,354,1,0,0,0,0,1
Washington Heights,300,5,6,2.5,1,252,0,1,0,0,0,0
Bushwick,155,1,4,0.19,2,0,1,0,0,0,1,0
Bay Ridge,90,1,0,1.3732214298586618,1,0,1,0,0,0,0,0
West Village,204,4,3,1.36,1,6,0,1,0,0,0,0
Bedford-Stuyvesant,150,2,69,2.9,2,328,1,0,0,0,0,0
West Village,219,1,68,1.15,1,122,0,1,0,0,0,0
West Village,450,3,0,1.3732214298586618,1,0,0,1,0,0,0,0
Bushwick,80,30,0,1.3732214298586618,14,342,1,0,0,0,1,0
Bushwick,25,4,0,1.3732214298586618,5,340,1,0,0,0,0,1
Upper East Side,120,6,2,1.36,1,9,0,1,0,0,0,0
Hell's Kitchen,210,1,4,0.22,1,0,0,1,0,0,1,0
Williamsburg,70,4,33,1.49,2,0,1,0,0,0,1,0
Prospect-Lefferts Gardens,45,30,21,0.45,1,21,1,0,0,0,1,0
Harlem,150,5,33,3.69,1,58,0,1,0,0,1,0
Lower East Side,160,4,0,1.3732214298586618,1,0,0,1,0,0,0,0
Williamsburg,42,15,1,0.03,1,0,1,0,0,0,1,0
Whitestone,49,1,50,5.58,3,87,0,0,1,0,1,0
Fort Greene,52,5,0,1.3732214298586618,1,0,1,0,0,0,1,0
East Village,179,5,32,2.92,1,12,0,1,0,0,0,0
Inwood,79,4,4,0.09,1,0,0,1,0,0,0,0
Fort Greene,167,2,20,4.96,2,284,1,0,0,0,0,0
Astoria,65,2,183,2.82,1,146,0,0,1,0,1,0
Midtown,240,4,1,1.0,1,19,0,1,0,0,0,0
Bayswater,45,1,4,2.26,2,54,0,0,1,0,1,0
East Village,119,2,3,1.32,1,2,0,1,0,0,1,0
East Harlem,90,1,9,0.81,1,0,0,1,0,0,1,0
Morningside Heights,150,1,0,1.3732214298586618,1,0,0,1,0,0,1,0
Midtown,105,1,140,7.39,3,321,0,1,0,0,1,0
Bensonhurst,85,5,29,2.58,2,58,1,0,0,0,1,0
Washington Heights,48,14,46,0.62,1,287,0,1,0,0,1,0
Greenpoint,75,4,0,1.3732214298586618,2,177,1,0,0,0,0,0
East Village,85,6,10,0.23,1,36,0,1,0,0,1,0
Brighton Beach,3000,1,0,1.3732214298586618,1,90,1,0,0,0,1,0
Carroll Gardens,40,1,0,1.3732214298586618,1,0,1,0,0,0,1,0
Murray Hill,228,2,5,0.91,327,111,0,1,0,0,0,0
Bedford-Stuyvesant,60,2,1,0.04,1,365,1,0,0,0,1,0
Port Morris,28,1,1,0.67,8,73,0,0,0,0,0,1
Williamsburg,190,4,2,0.21,1,4,1,0,0,0,0,0
Grant City,60,3,81,5.09,3,272,0,0,0,1,0,0
Midwood,125,3,6,0.71,3,173,1,0,0,0,0,0
Sunset Park,199,1,164,4.25,1,340,1,0,0,0,0,0
Kensington,40,1,1,0.03,1,0,1,0,0,0,1,0
Murray Hill,192,29,0,1.3732214298586618,327,329,0,1,0,0,0,0
Clinton Hill,125,3,3,0.08,2,0,1,0,0,0,0,0
Midtown,125,3,8,0.65,1,0,0,1,0,0,1,0
College Point,69,1,19,3.93,1,212,0,0,1,0,0,0
Crown Heights,150,2,16,0.87,3,66,1,0,0,0,1,0
Bedford-Stuyvesant,65,30,21,2.31,3,365,1,0,0,0,1,0
Flushing,54,30,5,0.39,3,335,0,0,1,0,1,0
Jamaica Estates,250,2,15,4.46,1,94,0,0,1,0,0,0
Bushwick,65,1,0,1.3732214298586618,1,0,1,0,0,0,1,0
Jackson Heights,37,2,32,1.96,5,126,0,0,1,0,1,0
Crown Heights,150,4,9,0.15,2,0,1,0,0,0,0,0
Williamsburg,175,30,0,1.3732214298586618,1,320,1,0,0,0,0,0
Sunnyside,104,2,6,0.43,1,141,0,0,1,0,0,0
West Village,108,3,3,0.13,1,0,0,1,0,0,1,0
Williamsburg,69,4,82,1.13,2,60,1,0,0,0,1,0
Bushwick,65,1,44,5.34,3,27,1,0,0,0,1,0
Bedford-Stuyvesant,75,3,0,1.3732214298586618,1,0,1,0,0,0,1,0
Upper West Side,295,2,26,2.17,1,2,0,1,0,0,0,0
Park Slope,100,3,81,3.67,2,42,1,0,0,0,1,0
Lower East Side,158,1,46,2.88,1,106,0,1,0,0,0,0
Upper West Side,199,3,25,0.42,1,0,0,1,0,0,0,0
Harlem,49,4,137,3.88,2,279,0,1,0,0,0,0
Bedford-Stuyvesant,160,2,59,1.58,1,304,1,0,0,0,0,0
East Flatbush,99,100,1,0.03,1,0,1,0,0,0,0,1
Greenpoint,167,5,2,0.04,1,0,1,0,0,0,0,0
Clinton Hill,70,3,0,1.3732214298586618,2,25,1,0,0,0,1,0
Flushing,40,7,59,1.67,12,120,0,0,1,0,1,0
Fort Greene,75,3,14,0.64,1,35,1,0,0,0,1,0
Harlem,90,2,39,3.42,1,29,0,1,0,0,1,0
Lower East Side,70,2,1,0.02,1,0,0,1,0,0,1,0
Prospect-Lefferts Gardens,100,30,43,0.94,1,43,1,0,0,0,0,0
Forest Hills,150,5,3,0.99,1,75,0,0,1,0,0,0
Kips Bay,73,1,4,0.09,1,0,0,1,0,0,1,0
Midtown,150,7,29,0.86,1,31,0,1,0,0,0,0
Murray Hill,225,30,0,1.3732214298586618,23,343,0,1,0,0,0,0
Crown Heights,85,1,4,0.11,1,0,1,0,0,0,1,0
Williamsburg,250,7,2,0.14,1,0,1,0,0,0,0,0
Kips Bay,150,30,0,1.3732214298586618,8,364,0,1,0,0,0,0
Williamsburg,180,30,4,0.13,1,13,1,0,0,0,0,0
Upper East Side,99,30,0,1.3732214298586618,5,332,0,1,0,0,0,0
Windsor Terrace,155,1,7,2.47,1,71,1,0,0,0,0,0
Bushwick,200,1,0,1.3732214298586618,1,365,1,0,0,0,1,0
Williamsburg,270,2,1,1.0,1,308,1,0,0,0,0,0
Upper West Side,600,3,0,1.3732214298586618,1,0,0,1,0,0,0,0
Upper West Side,150,3,10,0.16,1,42,0,1,0,0,1,0
Harlem,88,30,0,1.3732214298586618,7,360,0,1,0,0,1,0
Williamsburg,89,2,0,1.3732214298586618,1,305,1,0,0,0,1,0
Flatlands,250,1,0,1.3732214298586618,1,0,1,0,0,0,0,0
Harlem,200,3,114,3.19,1,165,0,1,0,0,0,0
Nolita,140,2,44,1.1,1,110,0,1,0,0,0,0
Upper East Side,120,1,3,0.12,1,0,0,1,0,0,0,0
Upper West Side,200,31,0,1.3732214298586618,3,316,0,1,0,0,0,0
Chelsea,110,3,7,0.31,1,9,0,1,0,0,0,0
East Harlem,69,2,60,1.05,2,271,0,1,0,0,1,0
Hell's Kitchen,220,5,7,1.53,1,22,0,1,0,0,0,0
East Village,330,2,8,0.74,1,5,0,1,0,0,0,0
Bushwick,75,1,2,0.11,1,0,1,0,0,0,1,0
Upper East Side,165,2,22,0.65,1,0,0,1,0,0,0,0
Murray Hill,100,1,12,1.7,3,58,0,1,0,0,1,0
Prospect-Lefferts Gardens,175,4,6,0.23,2,337,1,0,0,0,0,0
Harlem,60,1,0,1.3732214298586618,1,0,0,1,0,0,1,0
Long Island City,90,4,21,0.41,1,89,0,0,1,0,1,0
Bushwick,70,3,3,3.0,1,27,1,0,0,0,1,0
Midtown,120,1,12,1.11,1,0,0,1,0,0,1,0
Upper East Side,284,4,7,1.11,1,328,0,1,0,0,0,0
Bedford-Stuyvesant,99,3,10,0.28,1,66,1,0,0,0,0,0
Cobble Hill,140,2,4,0.04,1,0,1,0,0,0,0,0
Washington Heights,38,5,11,0.31,2,0,0,1,0,0,1,0
Prospect Heights,35,1,204,11.17,1,19,1,0,0,0,1,0
Bedford-Stuyvesant,85,7,1,0.03,1,0,1,0,0,0,0,0
Upper West Side,167,30,1,0.04,87,342,0,1,0,0,0,0
East Village,199,2,67,1.64,1,39,0,1,0,0,0,0
Lower East Side,90,10,67,0.77,1,301,0,1,0,0,1,0
Washington Heights,65,3,0,1.3732214298586618,1,87,0,1,0,0,1,0
Chelsea,320,3,0,1.3732214298586618,1,0,0,1,0,0,0,0
Greenwich Village,220,4,1,0.08,1,16,0,1,0,0,0,0
Upper East Side,160,1,16,1.1,1,0,0,1,0,0,0,0
Midtown,200,1,0,1.3732214298586618,1,0,0,1,0,0,0,0
Bedford-Stuyvesant,229,4,92,2.54,1,236,1,0,0,0,0,0
East Village,200,30,6,0.28,39,96,0,1,0,0,0,0
Greenpoint,75,2,9,1.42,1,0,1,0,0,0,1,0
East Flatbush,95,3,105,1.42,1,333,1,0,0,0,0,0
Bedford-Stuyvesant,77,2,0,1.3732214298586618,7,168,1,0,0,0,1,0
Williamsburg,147,3,55,1.29,1,5,1,0,0,0,0,0
Financial District,229,2,3,1.55,327,340,0,1,0,0,0,0
Fort Greene,55,1,1,0.02,1,0,1,0,0,0,1,0
Harlem,80,7,95,1.56,1,278,0,1,0,0,1,0
Bedford-Stuyvesant,125,2,1,0.02,1,0,1,0,0,0,1,0
Financial District,200,1,1,1.0,1,326,0,1,0,0,0,0
East Village,125,1,2,0.04,2,0,0,1,0,0,1,0
Sunnyside,74,2,6,0.13,1,5,0,0,1,0,1,0
Bushwick,75,1,1,0.08,1,158,1,0,0,0,1,0
Mott Haven,35,1,24,2.38,1,150,0,0,0,0,1,0
Upper West Side,190,5,15,0.35,1,0,0,1,0,0,0,0
Hell's Kitchen,250,3,3,3.0,1,42,0,1,0,0,0,0
Hell's Kitchen,85,3,28,1.45,1,66,0,1,0,0,0,0
East Village,300,10,4,0.53,1,16,0,1,0,0,0,0
Hell's Kitchen,100,7,8,0.64,47,271,0,1,0,0,1,0
Williamsburg,215,1,1,0.02,1,0,1,0,0,0,0,0
Rego Park,35,4,10,1.99,4,11,0,0,1,0,1,0
East Village,200,1,1,0.02,1,0,0,1,0,0,0,0
Richmond Hill,55,2,10,0.46,1,6,0,0,1,0,1,0
Theater District,119,1,18,3.18,1,302,0,1,0,0,0,0
Boerum Hill,265,2,10,0.18,1,0,1,0,0,0,0,0
Williamsburg,91,31,0,1.3732214298586618,1,68,1,0,0,0,0,0
Carroll Gardens,75,5,0,1.3732214298586618,2,0,1,0,0,0,1,0
Little Italy,41,240,1,0.08,1,0,0,1,0,0,1,0
Wakefield,35,2,16,1.55,3,156,0,0,0,0,1,0
Bedford-Stuyvesant,60,5,3,0.36,1,0,1,0,0,0,1,0
Corona,40,1,43,1.37,2,59,0,0,1,0,1,0
Ridgewood,47,35,0,1.3732214298586618,10,365,0,0,1,0,1,0
Cypress Hills,110,2,29,3.04,1,63,1,0,0,0,0,0
Bedford-Stuyvesant,150,4,6,0.63,1,11,1,0,0,0,0,0
Hell's Kitchen,80,3,8,1.4,1,0,0,1,0,0,1,0
Gowanus,260,30,3,0.03,1,316,1,0,0,0,0,0
Downtown Brooklyn,202,30,1,0.04,87,365,1,0,0,0,0,0
Sheepshead Bay,20,2,0,1.3732214298586618,8,32,1,0,0,0,0,1
East Village,175,30,20,0.31,1,83,0,1,0,0,1,0
Allerton,79,2,95,4.46,1,225,0,0,0,0,0,0
East Village,215,2,0,1.3732214298586618,1,109,0,1,0,0,0,0
Chinatown,200,5,4,1.09,1,72,0,1,0,0,0,0
Fort Greene,410,1,0,1.3732214298586618,1,0,1,0,0,0,0,0
Bushwick,95,1,9,0.25,1,0,1,0,0,0,0,0
Flatbush,70,20,0,1.3732214298586618,1,0,1,0,0,0,0,0
Borough Park,40,1,5,0.61,8,0,1,0,0,0,1,0
Chelsea,235,1,34,0.68,1,135,0,1,0,0,1,0
Flushing,50,7,83,2.15,12,171,0,0,1,0,1,0
East New York,45,1,0,1.3732214298586618,2,365,1,0,0,0,1,0
Clinton Hill,45,1,4,1.88,2,135,1,0,0,0,1,0
Crown Heights,65,1,149,4.17,3,185,1,0,0,0,1,0
Williamsburg,145,3,0,1.3732214298586618,1,0,1,0,0,0,0,0
Crown Heights,974,7,0,1.3732214298586618,2,0,1,0,0,0,1,0
Hunts Point,40,30,15,0.32,6,333,0,0,0,0,1,0
Flatbush,95,1,2,0.91,1,362,1,0,0,0,0,0
Hell's Kitchen,97,2,1,1.0,1,8,0,1,0,0,0,0
Hell's Kitchen,67,7,0,1.3732214298586618,1,0,0,1,0,0,1,0
Hell's Kitchen,179,3,17,0.67,1,5,0,1,0,0,0,0
Richmond Hill,61,2,32,4.71,1,75,0,0,1,0,0,0
Upper East Side,54,4,0,1.3732214298586618,1,0,0,1,0,0,1,0
Upper West Side,149,1,1,1.0,1,189,0,1,0,0,0,0
Flushing,65,1,11,3.79,6,126,0,0,1,0,1,0
Bushwick,47,30,2,0.06,43,229,1,0,0,0,1,0
Flushing,50,2,51,1.98,4,156,0,0,1,0,1,0
Murray Hill,153,1,25,3.3,3,32,0,1,0,0,1,0
Kips Bay,135,3,134,1.56,1,236,0,1,0,0,0,0
Hell's Kitchen,150,29,3,0.37,1,287,0,1,0,0,0,0
Harlem,80,2,22,0.48,1,87,0,1,0,0,0,0
Bushwick,125,3,0,1.3732214298586618,2,0,1,0,0,0,0,0
Prospect Heights,100,1,61,3.23,1,0,1,0,0,0,0,0
Bedford-Stuyvesant,40,5,8,0.23,1,289,1,0,0,0,1,0
Kensington,250,5,11,0.15,1,34,1,0,0,0,0,0
Midtown,135,30,8,0.19,12,282,0,1,0,0,0,0
Williamsburg,120,29,1,0.77,7,0,1,0,0,0,0,0
Kips Bay,199,5,18,1.65,1,248,0,1,0,0,0,0
Upper East Side,129,2,25,1.09,1,0,0,1,0,0,0,0
Chinatown,130,4,2,0.1,1,0,0,1,0,0,0,0
Hell's Kitchen,97,6,36,0.84,2,0,0,1,0,0,1,0
Upper West Side,150,90,54,0.86,1,153,0,1,0,0,0,0
Carroll Gardens,160,5,2,0.06,1,0,1,0,0,0,0,0
Inwood,65,1,25,3.89,1,86,0,1,0,0,1,0
Fort Greene,120,2,77,1.68,2,0,1,0,0,0,1,0
Upper East Side,155,1,50,5.75,1,8,0,1,0,0,0,0
Upper East Side,140,3,1,1.0,1,0,0,1,0,0,0,0
Forest Hills,268,3,4,0.19,2,154,0,0,1,0,0,0
Crown Heights,60,2,79,1.75,1,268,1,0,0,0,1,0
Fordham,92,2,9,4.82,1,48,0,0,0,0,0,0
Manhattan Beach,145,4,59,1.24,1,157,1,0,0,0,0,0
Gramercy,99,2,136,2.67,1,33,0,1,0,0,1,0
SoHo,200,3,10,0.21,1,0,0,1,0,0,0,0
Civic Center,300,2,0,1.3732214298586618,1,89,0,1,0,0,0,0
Bedford-Stuyvesant,230,2,203,4.55,4,283,1,0,0,0,0,0
Bedford-Stuyvesant,60,3,2,0.11,2,0,1,0,0,0,1,0
Chelsea,100,1,0,1.3732214298586618,9,245,0,1,0,0,1,0
Ridgewood,35,7,0,1.3732214298586618,1,0,0,0,1,0,1,0
Hell's Kitchen,90,2,10,2.34,1,14,0,1,0,0,1,0
East Flatbush,75,3,109,3.29,1,232,1,0,0,0,0,0
South Slope,135,2,128,2.23,1,245,1,0,0,0,0,0
Nolita,81,30,59,2.47,3,111,0,1,0,0,1,0
Bensonhurst,42,8,26,1.04,1,43,1,0,0,0,1,0
Lower East Side,99,2,48,1.3,1,0,0,1,0,0,1,0
East Harlem,199,2,30,0.8,1,30,0,1,0,0,0,0
Bushwick,49,2,71,3.22,1,3,1,0,0,0,1,0
Bedford-Stuyvesant,40,2,1,1.0,1,1,1,0,0,0,1,0
Financial District,244,2,1,0.7,327,258,0,1,0,0,0,0
Upper West Side,165,4,72,1.35,1,0,0,1,0,0,0,0
Jackson Heights,135,5,8,0.17,1,0,0,0,1,0,0,0
East Village,550,1,141,3.29,1,302,0,1,0,0,0,0
Bedford-Stuyvesant,130,3,132,2.53,2,257,1,0,0,0,0,0
Two Bridges,80,1,9,5.51,1,42,0,1,0,0,1,0
Bensonhurst,60,3,43,1.65,2,173,1,0,0,0,1,0
Gramercy,80,1,4,0.08,1,0,0,1,0,0,1,0
Bushwick,44,30,1,0.13,2,9,1,0,0,0,1,0
Flatbush,70,3,3,0.04,1,188,1,0,0,0,1,0
Cobble Hill,120,1,2,0.05,1,0,1,0,0,0,0,0
Bedford-Stuyvesant,38,2,0,1.3732214298586618,1,43,1,0,0,0,1,0
Morningside Heights,98,1,23,3.22,4,64,0,1,0,0,1,0
University Heights,57,2,106,2.02,4,82,0,0,0,0,1,0
Upper West Side,100,3,0,1.3732214298586618,1,0,0,1,0,0,1,0
Bushwick,55,30,0,1.3732214298586618,8,340,1,0,0,0,1,0
East Village,75,1,159,4.34,1,84,0,1,0,0,1,0
Hell's Kitchen,700,4,2,2.0,1,130,0,1,0,0,0,0
Bedford-Stuyvesant,150,2,40,4.86,1,31,1,0,0,0,0,0
Kips Bay,70,3,0,1.3732214298586618,1,0,0,1,0,0,0,0
Park Slope,159,2,4,0.08,1,0,1,0,0,0,0,0
Harlem,50,31,0,1.3732214298586618,4,78,0,1,0,0,1,0
Williamsburg,115,1,0,1.3732214298586618,1,0,1,0,0,0,1,0
Hell's Kitchen,300,2,0,1.3732214298586618,1,0,0,1,0,0,0,0
Woodhaven,170,5,1,0.09,2,0,0,0,1,0,0,0
Bedford-Stuyvesant,140,1,1,0.47,2,68,1,0,0,0,0,0
Bushwick,50,4,11,0.48,1,0,1,0,0,0,1,0
Bedford-Stuyvesant,170,3,62,2.7,2,280,1,0,0,0,0,0
West Village,169,4,11,0.22,1,0,0,1,0,0,0,0
Long Island City,51,1,165,2.36,1,361,0,0,1,0,1,0
East Flatbush,28,1,13,5.49,3,49,1,0,0,0,1,0
East Harlem,120,5,83,1.11,2,242,0,1,0,0,0,0
Sunset Park,95,3,13,0.38,1,11,1,0,0,0,0,0
East Village,160,4,0,1.3732214298586618,1,0,0,1,0,0,0,0
Bedford-Stuyvesant,220,1,0,1.3732214298586618,1,178,1,0,0,0,1,0
Long Island City,100,1,1,0.16,1,364,0,0,1,0,1,0
Harlem,60,1,3,0.46,1,0,0,1,0,0,1,0
Kensington,39,1,45,0.46,2,365,1,0,0,0,1,0
Red Hook,30,1,1,0.05,1,0,1,0,0,0,0,1
Bedford-Stuyvesant,469,9,7,0.16,2,48,1,0,0,0,0,0
Upper East Side,117,30,9,0.27,91,173,0,1,0,0,0,0
Astoria,110,3,3,0.05,1,342,0,0,1,0,0,0
East Village,199,4,3,0.08,1,0,0,1,0,0,0,0
Williamsburg,113,3,27,0.78,1,37,1,0,0,0,1,0
Hell's Kitchen,280,3,9,0.39,1,84,0,1,0,0,0,0
Woodside,57,2,21,1.94,5,125,0,0,1,0,1,0
Upper East Side,102,30,2,0.31,1,0,0,1,0,0,0,0
South Slope,169,30,136,2.7,1,279,1,0,0,0,0,0
Bushwick,84,2,138,1.69,1,225,1,0,0,0,1,0
Washington Heights,180,30,6,0.15,1,0,0,1,0,0,0,0
Bushwick,39,7,1,0.41,1,0,1,0,0,0,1,0
Prospect-Lefferts Gardens,100,2,7,0.12,1,0,1,0,0,0,0,0
Park Slope,105,7,8,0.62,1,43,1,0,0,0,0,0
Bay Ridge,99,2,1,1.0,4,169,1,0,0,0,1,0
Bedford-Stuyvesant,100,30,9,0.37,1,0,1,0,0,0,0,0
West Village,166,14,18,0.3,1,48,0,1,0,0,0,0
Bedford-Stuyvesant,56,2,43,1.61,2,110,1,0,0,0,1,0
Williamsburg,125,30,13,0.86,6,255,1,0,0,0,1,0
Ditmars Steinway,50,1,127,2.25,5,52,0,0,1,0,1,0
Bedford-Stuyvesant,100,1,5,5.0,1,0,1,0,0,0,0,0
Carroll Gardens,150,2,8,0.17,1,196,1,0,0,0,0,0
Financial District,203,2,7,1.88,327,338,0,1,0,0,0,0
Williamsburg,140,10,5,0.21,2,0,1,0,0,0,1,0
Williamsburg,50,2,0,1.3732214298586618,1,0,1,0,0,0,1,0
East Village,175,5,1,0.16,1,0,0,1,0,0,0,0
Hell's Kitchen,75,1,69,4.21,6,167,0,1,0,0,0,1
Upper West Side,180,2,15,1.29,1,18,0,1,0,0,0,0
Flatbush,85,1,6,0.16,1,0,1,0,0,0,1,0
SoHo,200,3,79,2.33,1,28,0,1,0,0,0,0
Ridgewood,70,2,0,1.3732214298586618,2,92,0,0,1,0,1,0
Upper East Side,80,1,32,5.33,4,27,0,1,0,0,1,0
East New York,83,1,42,1.79,1,348,1,0,0,0,0,0
Maspeth,36,30,1,0.77,103,235,0,0,1,0,1,0
Elmhurst,35,29,2,0.38,7,1,0,0,1,0,1,0
East Harlem,100,2,10,0.42,1,66,0,1,0,0,1,0
South Slope,45,1,1,0.02,1,0,1,0,0,0,1,0
Flatlands,35,2,0,1.3732214298586618,1,0,1,0,0,0,1,0
Chelsea,65,3,2,0.08,1,0,0,1,0,0,1,0
East Village,85,3,48,1.51,3,44,0,1,0,0,1,0
Midtown,450,1,0,1.3732214298586618,14,336,0,1,0,0,1,0
Williamsburg,150,10,4,0.12,1,93,1,0,0,0,0,0
Gramercy,59,5,4,1.74,2,10,0,1,0,0,1,0
Fort Greene,150,2,21,0.29,3,3,1,0,0,0,0,0
Bedford-Stuyvesant,99,1,21,2.23,1,87,1,0,0,0,0,0
Bushwick,69,1,142,2.12,3,329,1,0,0,0,1,0
Williamsburg,120,2,143,4.14,1,102,1,0,0,0,1,0
Midtown,185,2,3,3.0,1,43,0,1,0,0,0,0
East Harlem,175,3,119,3.31,3,238,0,1,0,0,0,0
Midtown,699,3,4,0.12,12,365,0,1,0,0,1,0
Sunnyside,75,5,0,1.3732214298586618,1,0,0,0,1,0,0,0
Theater District,120,60,140,2.81,5,283,0,1,0,0,1,0
Chelsea,155,2,1,0.03,1,0,0,1,0,0,0,0
Washington Heights,119,2,4,0.16,1,0,0,1,0,0,1,0
Hell's Kitchen,100,1,13,0.52,1,0,0,1,0,0,0,0
Navy Yard,295,2,1,0.32,1,0,1,0,0,0,0,0
Long Island City,150,4,0,1.3732214298586618,1,0,0,0,1,0,1,0
Williamsburg,210,30,2,0.32,6,335,1,0,0,0,0,0
Flatiron District,275,2,136,3.4,1,170,0,1,0,0,0,0
Williamsburg,125,1,1,0.54,2,365,1,0,0,0,0,1
Gramercy,199,2,3,0.07,1,19,0,1,0,0,0,0
Harlem,100,1,0,1.3732214298586618,1,0,0,1,0,0,1,0
SoHo,109,1,63,2.23,1,0,0,1,0,0,1,0
Harlem,90,1,0,1.3732214298586618,1,0,0,1,0,0,1,0
Cambria Heights,160,2,5,4.17,1,151,0,0,1,0,0,0
West Village,159,2,47,1.16,1,361,0,1,0,0,0,0
Williamsburg,220,5,1,0.03,1,0,1,0,0,0,0,0
Williamsburg,50,4,2,0.31,1,0,1,0,0,0,1,0
Crown Heights,75,2,2,2.0,1,89,1,0,0,0,1,0
